Property_ID,Date,City,Locality,State,Property_Type,BHK,Area_Sqft,Property_Age_Years,Sale_Price_Lakh,Price_per_Sqft,Monthly_Rent,Rental_Yield_Percent,New_Listings,Units_Sold,Unsold_Inventory,Days_on_Market,Demand_Index,Supply_Index,Interest_Rate_Percent,Inflation_Percent,GDP_Growth_Percent,Metro_Distance_Km,Latitude,Longitude
PROP06313,2022-07-01,Jaipur,Ajmer Road,Rajasthan,Apartment,3,1275,9,52.02,4079.71,20233,4.67,125,78,189,83,71.2,61.9,6.2,5.08,6.39,10.3,26.897962,75.684001
PROP06314,2025-08-01,Hyderabad,Kondapur,Telangana,Apartment,3,1701,15,144.47,8493.47,65121,5.41,120,60,242,90,77.2,78.7,6.22,4.11,6.41,8.7,17.466653,78.364324
PROP06315,2024-12-01,Ahmedabad,Bopal,Gujarat,Apartment,2,1221,0,66.12,5415.53,24817,4.5,147,80,306,79,72.7,63.0,6.19,5.26,6.38,9.5,23.029593,72.473998
PROP06316,2026-04-01,Jaipur,C-Scheme,Rajasthan,Villa,2,1006,9,68.14,6773.42,26766,4.71,128,79,178,79,83.1,57.2,6.27,5.76,6.57,0.3,26.914271,75.790897
PROP06317,2022-09-01,Noida,Greater Noida West,Uttar Pradesh,Villa,3,1265,10,147.01,11621.12,63662,5.2,213,131,393,87,87.4,83.4,6.21,5.49,6.54,4.0,28.601905,77.44135
PROP06318,2026-04-01,Delhi,Greater Kailash,Delhi,Apartment,2,1066,19,111.92,10499.42,27764,2.98,109,82,176,64,84.7,59.1,6.19,5.34,5.86,2.4,28.548451,77.24365
PROP06319,2025-02-01,Kolkata,Salt Lake,West Bengal,Apartment,2,1021,9,73.03,7153.18,28680,4.71,136,75,294,84,59.8,44.3,6.2,5.03,6.85,9.9,22.583954,88.41307
PROP06320,2022-07-01,Kolkata,Behala,West Bengal,Apartment,2,903,16,52.74,5840.42,20338,4.63,163,84,355,70,62.1,61.4,6.11,4.73,6.77,8.5,22.49934,88.312892
PROP06321,2024-07-01,Kolkata,Behala,West Bengal,Apartment,3,1354,11,79.52,5872.75,37547,5.67,200,142,394,72,82.9,67.3,6.19,4.71,5.82,7.1,22.497082,88.312159
PROP06322,2023-01-01,Pune,Hinjewadi,Maharashtra,Villa,1,758,0,89.55,11814.44,27399,3.67,111,72,237,83,75.6,58.1,6.08,5.47,6.36,5.2,18.587541,73.733383
PROP06323,2026-03-01,Pune,Hadapsar,Maharashtra,Apartment,2,994,11,72.09,7252.11,30150,5.02,92,58,175,59,70.3,52.8,6.18,5.28,7.4,12.0,18.510024,73.929647
PROP06324,2025-11-01,Delhi,Saket,Delhi,Apartment,3,1731,3,212.79,12292.81,49537,2.79,139,81,280,74,71.0,75.9,6.21,4.9,6.3,2.6,28.519893,77.211056
PROP06325,2024-04-01,Ahmedabad,Bopal,Gujarat,Apartment,3,1720,4,75.6,4395.45,30885,4.9,143,93,230,83,83.2,69.9,6.23,5.68,6.29,0.5,23.030391,72.462904
PROP06326,2024-04-01,Pune,Kharadi,Maharashtra,Apartment,2,1159,4,99.49,8584.0,34033,4.1,129,67,301,77,69.9,64.6,6.26,5.31,6.54,1.9,18.547873,73.948577
PROP06327,2023-12-01,Ahmedabad,Satellite,Gujarat,Apartment,2,1081,13,56.97,5270.18,23233,4.89,173,128,278,82,78.7,66.6,6.14,4.64,6.32,4.1,23.027168,72.504057
PROP06328,2022-03-01,Hyderabad,Kukatpally,Telangana,Apartment,2,935,3,65.99,7057.99,24005,4.37,173,101,379,84,86.9,60.8,6.12,5.43,6.59,2.8,17.485565,78.415655
PROP06329,2022-10-01,Delhi,Mayur Vihar,Delhi,Apartment,1,658,14,91.76,13944.97,24902,3.26,145,78,316,87,73.0,76.6,6.22,4.7,6.93,6.6,28.602023,77.28969
PROP06330,2022-05-01,Jaipur,Jagatpura,Rajasthan,Independent House,2,952,9,46.1,4842.8,19450,5.06,208,133,349,77,66.8,61.5,6.05,4.97,6.53,6.0,26.830417,75.850043
PROP06331,2024-12-01,Chennai,Anna Nagar,Tamil Nadu,Apartment,3,1289,9,68.3,5298.76,24933,4.38,123,84,232,72,76.2,68.5,6.15,4.56,6.08,9.8,13.088105,80.212815
PROP06332,2023-07-01,Kolkata,Salt Lake,West Bengal,Apartment,3,1445,2,87.45,6051.99,29138,4.0,97,70,188,76,82.0,52.0,5.98,4.66,6.67,8.4,22.575578,88.416784
PROP06333,2023-07-01,Hyderabad,Kukatpally,Telangana,Villa,1,557,5,58.29,10465.27,20810,4.28,71,57,179,63,82.9,45.9,6.1,5.52,6.83,2.4,17.479944,78.407465
PROP06334,2023-08-01,Noida,Sector 137,Uttar Pradesh,Apartment,2,1005,13,70.13,6978.09,27344,4.68,160,113,293,93,96.8,70.7,6.23,5.09,5.91,2.7,28.5048,77.40741
PROP06335,2022-09-01,Delhi,Vasant Kunj,Delhi,Independent House,2,1091,8,164.82,15107.7,37072,2.7,141,95,226,79,71.7,70.3,6.02,4.58,6.34,9.6,28.52928,77.150044
PROP06336,2023-09-01,Bengaluru,Marathahalli,Karnataka,Apartment,3,1359,16,113.66,8363.17,55790,5.89,137,87,182,71,83.0,60.9,6.25,5.22,6.53,1.1,12.957214,77.687445
PROP06337,2026-05-01,Kolkata,Garia,West Bengal,Apartment,2,918,15,53.62,5840.54,22430,5.02,171,107,370,67,90.9,66.7,6.03,4.58,6.57,11.2,22.45878,88.386358
PROP06338,2024-05-01,Hyderabad,Miyapur,Telangana,Apartment,2,1177,2,90.42,7682.58,22948,3.05,196,111,417,78,82.6,69.3,6.27,5.11,6.44,10.1,17.495878,78.358603
PROP06339,2026-04-01,Bengaluru,Koramangala,Karnataka,Apartment,2,986,8,88.0,8924.55,25962,3.54,148,114,303,64,96.5,71.9,6.26,5.35,6.4,7.5,12.935201,77.622721
PROP06340,2022-05-01,Pune,Baner,Maharashtra,Apartment,2,877,1,64.65,7372.24,24583,4.56,139,92,293,60,70.9,63.6,6.2,4.98,6.63,5.3,18.557417,73.785756
PROP06341,2024-09-01,Bengaluru,Whitefield,Karnataka,Apartment,3,1322,5,118.46,8960.97,40557,4.11,148,98,232,69,85.7,77.3,6.18,4.52,7.06,6.3,12.966998,77.746031
PROP06342,2025-11-01,Chennai,Tambaram,Tamil Nadu,Apartment,3,1438,6,105.55,7340.3,40681,4.62,162,123,292,61,95.6,65.3,6.22,5.97,6.48,4.7,12.92117,80.093642
PROP06343,2023-02-01,Delhi,Rohini,Delhi,Apartment,2,1185,2,139.34,11758.83,56574,4.87,172,113,267,63,71.1,66.4,6.15,5.05,6.72,1.0,28.756089,77.056737
PROP06344,2024-04-01,Pune,Viman Nagar,Maharashtra,Apartment,2,935,14,61.46,6572.93,28374,5.54,97,69,139,89,87.7,66.1,6.21,5.46,6.4,1.8,18.570272,73.912819
PROP06345,2024-10-01,Chennai,Adyar,Tamil Nadu,Apartment,3,1350,13,81.36,6026.5,26353,3.89,146,94,262,82,71.6,53.4,6.1,4.97,6.24,1.6,13.004525,80.25633
PROP06346,2025-12-01,Noida,Sector 150,Uttar Pradesh,Apartment,2,1140,4,86.53,7590.32,30705,4.26,94,71,143,64,78.7,62.4,6.22,4.06,7.03,11.9,28.47873,77.403472
PROP06347,2025-08-01,Pune,Hinjewadi,Maharashtra,Apartment,2,967,5,79.95,8268.18,35735,5.36,154,84,296,69,78.9,71.4,6.16,4.03,6.6,11.2,18.589555,73.74215
PROP06348,2022-02-01,Kolkata,New Town,West Bengal,Independent House,2,875,4,65.6,7497.47,18844,3.45,133,77,233,77,74.8,50.1,6.16,4.81,6.54,5.9,22.587633,88.412307
PROP06349,2023-09-01,Jaipur,Mansarovar,Rajasthan,Independent House,2,1118,2,50.08,4479.82,18284,4.38,91,46,221,79,75.3,68.2,6.24,5.51,6.4,10.0,26.846651,75.768537
PROP06350,2024-12-01,Pune,Hadapsar,Maharashtra,Apartment,1,649,12,51.92,8000.1,22218,5.14,111,64,263,87,71.7,72.7,6.16,4.2,6.13,11.6,18.507684,73.923702
PROP06351,2024-04-01,Kolkata,Ballygunge,West Bengal,Apartment,2,1106,20,74.43,6730.06,27094,4.37,188,111,398,65,72.4,60.7,6.28,6.07,6.64,11.4,22.526643,88.366239
PROP06352,2026-05-01,Jaipur,Ajmer Road,Rajasthan,Apartment,3,1636,7,97.07,5933.64,35344,4.37,182,117,372,68,65.2,65.7,6.15,4.88,6.76,11.0,26.902027,75.690954
PROP06353,2024-09-01,Ahmedabad,Prahlad Nagar,Gujarat,Apartment,1,682,0,43.96,6446.36,18987,5.18,113,57,171,55,65.1,67.6,6.29,5.85,6.91,6.0,23.007435,72.514207
PROP06354,2022-03-01,Mumbai,Borivali,Maharashtra,Apartment,2,1105,11,226.19,20469.83,50998,2.71,112,65,237,60,74.0,70.2,6.27,5.67,6.48,3.5,19.235735,72.853156
PROP06355,2026-01-01,Kolkata,Rajarhat,West Bengal,Apartment,2,1200,2,68.54,5711.39,22482,3.94,159,98,322,85,73.3,66.1,6.05,4.94,6.35,5.0,22.622338,88.486664
PROP06356,2023-10-01,Mumbai,Thane,Maharashtra,Villa,2,1051,11,421.77,40130.83,98987,2.82,115,63,274,62,80.0,67.0,6.09,5.09,6.36,10.1,19.215326,72.977313
PROP06357,2024-04-01,Pune,Hinjewadi,Maharashtra,Apartment,1,673,4,54.93,8162.39,17375,3.8,191,121,345,66,79.1,73.5,6.1,4.69,6.18,5.1,18.584416,73.743744
PROP06358,2024-11-01,Chennai,Tambaram,Tamil Nadu,Apartment,1,667,19,49.65,7444.34,17133,4.14,197,119,396,75,73.0,72.5,6.16,5.19,6.25,0.9,12.927783,80.093305
PROP06359,2025-08-01,Noida,Sector 137,Uttar Pradesh,Apartment,4,2301,17,179.96,7820.93,64179,4.28,218,122,416,76,77.2,64.2,6.16,5.0,6.52,8.0,28.510861,77.40192
PROP06360,2026-03-01,Bengaluru,Sarjapur Road,Karnataka,Independent House,2,972,2,122.01,12552.69,30263,2.98,108,71,219,79,89.9,68.3,6.2,4.98,6.76,6.2,12.910895,77.681904
PROP06361,2025-09-01,Mumbai,Andheri,Maharashtra,Apartment,4,2436,9,505.64,20757.08,113305,2.69,152,113,292,87,88.3,74.1,6.14,5.01,6.15,3.4,19.120821,72.844648
PROP06362,2022-01-01,Ahmedabad,Satellite,Gujarat,Apartment,2,1229,8,69.18,5629.36,29264,5.08,148,99,306,72,81.7,61.9,6.13,5.37,6.77,5.0,23.027163,72.508706
PROP06363,2024-10-01,Mumbai,Andheri,Maharashtra,Apartment,3,1788,19,341.9,19121.96,94141,3.3,136,90,275,76,82.2,76.5,6.24,5.19,6.8,3.1,19.126777,72.848921
PROP06364,2022-10-01,Kolkata,Behala,West Bengal,Independent House,1,660,2,52.42,7942.52,15765,3.61,129,73,249,96,79.7,67.6,6.14,5.39,6.34,3.1,22.496835,88.321185
PROP06365,2022-09-01,Chennai,Porur,Tamil Nadu,Apartment,3,1484,19,91.27,6149.98,28778,3.78,111,62,207,61,74.2,70.5,6.11,5.38,6.6,5.4,13.02917,80.153371
PROP06366,2026-04-01,Bengaluru,Yelahanka,Karnataka,Apartment,3,1693,2,178.25,10528.82,64347,4.33,145,93,219,82,82.3,60.9,6.09,4.99,5.95,7.8,13.101714,77.603139
PROP06367,2022-05-01,Mumbai,Thane,Maharashtra,Apartment,3,1581,13,328.19,20758.53,81460,2.98,204,110,464,78,85.7,81.1,6.18,4.11,6.29,11.9,19.223139,72.974138
PROP06368,2026-03-01,Kolkata,Salt Lake,West Bengal,Apartment,2,983,14,72.25,7349.97,29550,4.91,161,82,322,86,61.3,73.3,6.26,5.6,6.25,5.5,22.577167,88.411219
PROP06369,2024-09-01,Hyderabad,Kukatpally,Telangana,Apartment,3,1266,5,95.69,7558.19,43146,5.41,98,64,227,81,87.5,69.8,6.12,5.09,6.84,4.0,17.488903,78.412493
PROP06370,2026-04-01,Chennai,Adyar,Tamil Nadu,Apartment,3,1583,2,114.33,7222.25,44015,4.62,216,120,423,74,77.1,68.1,6.16,5.65,6.85,7.1,13.002829,80.254134
PROP06371,2024-02-01,Mumbai,Borivali,Maharashtra,Apartment,1,623,8,141.18,22660.52,29914,2.54,145,82,263,58,89.6,80.5,6.1,5.07,6.75,1.3,19.231279,72.855376
PROP06372,2025-12-01,Hyderabad,Hitech City,Telangana,Apartment,2,976,4,60.0,6147.85,28708,5.74,94,68,43,71,86.6,72.9,6.28,5.61,6.81,1.6,17.447859,78.386764
PROP06373,2025-01-01,Mumbai,Powai,Maharashtra,Independent House,2,1149,20,320.72,27913.4,69954,2.62,154,77,346,75,79.4,83.8,6.13,4.85,6.37,0.5,19.114449,72.908956
PROP06374,2025-10-01,Kolkata,Ballygunge,West Bengal,Apartment,3,1698,13,112.75,6639.89,36913,3.93,171,102,314,73,62.9,54.8,6.19,5.72,6.25,9.0,22.528373,88.367244
PROP06375,2025-07-01,Chennai,Velachery,Tamil Nadu,Apartment,2,972,2,70.06,7208.21,24990,4.28,174,127,299,73,95.2,70.5,6.09,5.32,6.76,7.4,12.975505,80.216852
PROP06376,2024-03-01,Pune,Baner,Maharashtra,Apartment,2,1114,12,97.75,8775.1,30412,3.73,141,94,224,70,78.4,61.9,6.12,5.31,6.56,10.3,18.560889,73.792366
PROP06377,2024-12-01,Pune,Hadapsar,Maharashtra,Apartment,1,570,15,51.29,8997.47,16310,3.82,117,93,212,65,76.8,52.2,6.17,5.57,6.24,7.3,18.508981,73.931351
PROP06378,2023-05-01,Bengaluru,Sarjapur Road,Karnataka,Apartment,3,1740,10,149.74,8605.98,48626,3.9,160,100,332,58,83.5,61.6,6.12,5.54,6.53,9.4,12.906219,77.683758
PROP06379,2023-11-01,Bengaluru,Electronic City,Karnataka,Apartment,1,583,13,51.82,8887.68,19558,4.53,159,104,343,84,84.1,63.9,6.11,3.81,6.08,4.7,12.845934,77.656088
PROP06380,2025-01-01,Kolkata,New Town,West Bengal,Independent House,2,899,1,66.51,7398.31,20903,3.77,68,51,156,71,77.2,58.2,6.05,5.16,5.98,4.4,22.588463,88.424515
PROP06381,2023-10-01,Jaipur,Ajmer Road,Rajasthan,Apartment,2,930,15,41.75,4489.43,21156,6.08,83,50,119,77,77.4,54.7,6.2,5.46,6.11,10.9,26.904363,75.688999
PROP06382,2026-03-01,Jaipur,Ajmer Road,Rajasthan,Apartment,2,887,3,47.86,5396.09,19289,4.84,143,92,268,60,73.7,55.0,6.13,4.69,6.46,1.8,26.906978,75.68765
PROP06383,2022-06-01,Delhi,Mayur Vihar,Delhi,Villa,3,1743,15,292.76,16796.22,62398,2.56,132,71,270,89,78.5,66.9,6.05,5.79,6.67,11.3,28.606053,77.291635
PROP06384,2025-08-01,Jaipur,Vaishali Nagar,Rajasthan,Apartment,1,577,18,25.59,4434.57,10313,4.84,180,93,358,86,71.4,67.9,6.08,5.18,6.88,6.6,26.922119,75.742435
PROP06385,2026-03-01,Kolkata,Garia,West Bengal,Apartment,2,1147,20,66.57,5803.82,25120,4.53,150,102,273,88,72.1,64.8,6.31,4.82,7.1,2.3,22.459893,88.390765
PROP06386,2024-03-01,Noida,Sector 78,Uttar Pradesh,Apartment,3,1293,10,95.96,7421.48,33825,4.23,153,106,300,65,81.9,75.3,6.16,4.54,6.78,7.2,28.56736,77.38783
PROP06387,2023-06-01,Mumbai,Navi Mumbai,Maharashtra,Villa,1,780,3,246.74,31633.44,62486,3.04,225,140,439,74,76.6,83.7,5.92,5.07,6.23,6.2,19.0345,73.032669
PROP06388,2025-08-01,Chennai,Velachery,Tamil Nadu,Apartment,3,1516,12,125.75,8295.08,31497,3.01,149,96,280,104,76.3,83.4,6.1,5.7,6.49,7.5,12.980839,80.217122
PROP06389,2025-12-01,Kolkata,Garia,West Bengal,Apartment,3,1548,0,113.12,7307.42,43350,4.6,154,102,255,74,67.2,68.9,5.95,4.75,6.86,11.2,22.460241,88.379473
PROP06390,2024-09-01,Hyderabad,Kondapur,Telangana,Apartment,3,1354,0,104.65,7728.78,40810,4.68,144,99,229,75,79.2,59.7,6.05,5.19,6.24,4.6,17.468288,78.366434
PROP06391,2025-03-01,Bengaluru,Marathahalli,Karnataka,Apartment,2,978,16,100.32,10257.17,45585,5.45,144,110,136,72,89.3,60.2,6.14,5.96,6.5,0.9,12.958081,77.700069
PROP06392,2022-09-01,Ahmedabad,SG Highway,Gujarat,Independent House,4,2469,17,188.04,7616.11,54159,3.46,197,162,360,73,86.8,55.4,6.22,4.85,6.02,7.2,23.051399,72.515455
PROP06393,2025-04-01,Delhi,Greater Kailash,Delhi,Villa,2,1043,11,206.34,19783.31,66149,3.85,169,107,339,84,70.5,74.3,6.13,5.25,6.07,10.4,28.557364,77.235837
PROP06394,2025-11-01,Mumbai,Andheri,Maharashtra,Apartment,2,1223,20,269.08,22001.74,71285,3.18,91,42,227,60,84.1,88.2,6.22,5.58,6.8,10.9,19.123263,72.846271
PROP06395,2025-11-01,Jaipur,Mansarovar,Rajasthan,Apartment,4,2004,3,102.5,5114.65,40752,4.77,145,93,278,52,87.6,52.1,6.07,4.38,6.01,11.0,26.859369,75.768549
PROP06396,2022-10-01,Ahmedabad,SG Highway,Gujarat,Apartment,3,1421,7,67.93,4780.2,25318,4.47,107,71,133,77,71.1,64.8,5.99,5.86,6.77,2.3,23.045531,72.520193
PROP06397,2022-05-01,Chennai,Porur,Tamil Nadu,Apartment,1,720,12,49.24,6838.43,15929,3.88,170,89,358,65,66.0,74.5,6.1,5.12,6.32,4.9,13.037497,80.150497
PROP06398,2023-01-01,Ahmedabad,Maninagar,Gujarat,Apartment,4,2029,12,104.81,5165.83,46690,5.35,147,82,311,77,64.9,65.3,6.18,4.81,6.08,7.2,22.993284,72.603919
PROP06399,2022-04-01,Chennai,Adyar,Tamil Nadu,Apartment,2,1126,17,71.47,6347.02,23443,3.94,209,140,435,80,70.6,68.7,6.18,5.19,6.28,8.2,13.005299,80.261411
PROP06400,2024-09-01,Mumbai,Powai,Maharashtra,Apartment,1,728,12,170.17,23375.46,46015,3.24,104,65,164,65,86.9,62.7,6.12,4.09,6.58,3.4,19.111392,72.903591
PROP06401,2026-05-01,Pune,Hinjewadi,Maharashtra,Villa,3,1484,7,249.87,16837.67,92702,4.45,252,190,453,60,80.3,67.0,6.24,5.03,6.0,2.0,18.595509,73.740223
PROP06402,2025-03-01,Delhi,Greater Kailash,Delhi,Apartment,4,2017,17,273.17,13543.24,82731,3.63,102,65,221,66,81.0,71.9,6.17,5.15,5.96,0.4,28.550688,77.249119
PROP06403,2026-01-01,Noida,Sector 137,Uttar Pradesh,Apartment,2,993,16,72.78,7329.62,21952,3.62,153,106,327,80,73.2,63.9,6.0,5.14,6.97,5.4,28.513916,77.400713
PROP06404,2024-12-01,Ahmedabad,Bopal,Gujarat,Apartment,3,1465,15,78.84,5381.64,27652,4.21,115,62,219,60,86.0,72.3,6.14,5.39,6.53,0.3,23.037438,72.462964
PROP06405,2023-10-01,Bengaluru,Hebbal,Karnataka,Villa,2,905,12,135.55,14977.95,38424,3.4,166,123,276,44,84.6,64.0,6.12,5.45,6.64,5.9,13.038907,77.595045
PROP06406,2025-07-01,Mumbai,Bandra,Maharashtra,Independent House,4,1813,8,456.73,25192.21,108984,2.86,66,41,119,68,87.0,69.9,6.18,5.5,6.65,7.6,19.058612,72.825393
PROP06407,2024-09-01,Hyderabad,Kukatpally,Telangana,Apartment,2,1077,6,66.66,6189.54,24090,4.34,208,123,396,61,83.6,80.0,6.06,5.56,6.32,0.9,17.48509,78.414401
PROP06408,2022-03-01,Noida,Sector 137,Uttar Pradesh,Independent House,2,934,12,66.49,7118.72,19701,3.56,199,154,348,70,82.5,60.7,6.12,4.6,6.19,5.8,28.503366,77.406956
PROP06409,2023-11-01,Hyderabad,Manikonda,Telangana,Apartment,1,689,20,51.11,7417.91,23142,5.43,163,95,289,85,72.2,68.2,6.1,4.76,7.04,3.2,17.408371,78.385362
PROP06410,2023-11-01,Delhi,Greater Kailash,Delhi,Villa,2,1009,4,222.15,22016.35,63935,3.45,207,119,444,91,71.2,64.1,6.28,4.64,6.95,10.2,28.548178,77.237775
PROP06411,2022-03-01,Jaipur,Malviya Nagar,Rajasthan,Apartment,1,729,11,30.78,4222.7,13284,5.18,179,91,393,66,66.0,63.4,6.18,4.55,6.62,1.5,26.851978,75.806907
PROP06412,2026-03-01,Chennai,Porur,Tamil Nadu,Apartment,1,714,1,50.28,7041.34,17023,4.06,137,80,331,57,86.1,57.3,6.17,5.12,6.86,4.3,13.035477,80.168307
PROP06413,2023-10-01,Pune,Hadapsar,Maharashtra,Apartment,2,1079,10,86.5,8016.93,29769,4.13,157,104,263,46,77.7,52.2,6.04,4.46,6.86,6.5,18.511333,73.920434
PROP06414,2025-10-01,Chennai,Adyar,Tamil Nadu,Apartment,2,901,8,77.4,8589.93,27047,4.19,183,98,376,65,72.9,72.1,5.99,5.38,6.27,10.9,13.00253,80.256946
PROP06415,2025-10-01,Chennai,Tambaram,Tamil Nadu,Independent House,2,1039,13,82.92,7980.96,25175,3.64,101,49,273,93,69.1,73.6,6.14,4.93,6.8,11.8,12.921,80.094396
PROP06416,2026-04-01,Ahmedabad,Prahlad Nagar,Gujarat,Apartment,2,1073,14,74.05,6900.88,28727,4.66,193,143,325,48,83.2,55.8,6.07,4.4,6.56,5.5,23.005774,72.512345
PROP06417,2024-04-01,Bengaluru,Koramangala,Karnataka,Apartment,2,1215,9,117.9,9703.68,29204,2.97,147,88,328,93,74.2,77.0,6.06,4.99,6.31,2.2,12.932651,77.622772
PROP06418,2024-08-01,Pune,Hadapsar,Maharashtra,Independent House,3,1738,8,144.89,8336.4,51453,4.26,218,107,425,72,78.4,81.5,6.13,5.41,6.7,8.2,18.506829,73.924527
PROP06419,2024-04-01,Bengaluru,Koramangala,Karnataka,Apartment,3,1503,14,142.08,9452.82,42209,3.57,198,103,309,89,83.1,73.0,6.22,4.12,6.67,9.2,12.940685,77.629599
PROP06420,2023-06-01,Bengaluru,Koramangala,Karnataka,Apartment,3,1712,11,180.49,10542.91,55408,3.68,184,126,390,71,86.7,74.5,6.15,4.67,6.18,1.3,12.931998,77.622045
PROP06421,2024-12-01,Hyderabad,Kondapur,Telangana,Apartment,3,1472,4,93.58,6357.51,38204,4.9,89,58,91,62,76.1,67.3,6.07,5.59,7.0,11.7,17.471961,78.366383
PROP06422,2025-08-01,Ahmedabad,Prahlad Nagar,Gujarat,Apartment,3,1297,0,62.62,4827.82,29930,5.74,157,113,277,70,71.2,58.9,6.21,4.71,6.99,0.5,23.009269,72.511066
PROP06423,2023-02-01,Hyderabad,Kukatpally,Telangana,Independent House,1,701,10,56.85,8110.22,25781,5.44,140,97,277,71,78.5,59.2,6.16,4.35,6.1,4.2,17.47691,78.410849
PROP06424,2024-03-01,Ahmedabad,Satellite,Gujarat,Apartment,2,1239,0,74.19,5987.92,19210,3.11,173,84,386,74,71.9,80.6,6.02,4.19,6.3,1.9,23.029919,72.50839
PROP06425,2024-07-01,Jaipur,Malviya Nagar,Rajasthan,Villa,3,1697,14,135.28,7971.49,62638,5.56,219,143,385,93,58.5,59.5,6.12,4.98,6.03,3.8,26.855756,75.805425
PROP06426,2023-11-01,Chennai,Tambaram,Tamil Nadu,Apartment,2,1019,16,76.98,7554.4,26773,4.17,154,114,241,68,75.0,61.3,5.99,5.36,7.08,5.0,12.92738,80.104018
PROP06427,2024-10-01,Delhi,Dwarka,Delhi,Independent House,3,1643,12,293.56,17867.32,88002,3.6,156,87,316,77,69.4,74.5,6.22,5.27,5.6,2.3,28.594204,77.043098
PROP06428,2024-05-01,Mumbai,Powai,Maharashtra,Independent House,3,1265,19,383.91,30348.26,77327,2.42,169,121,318,83,84.1,69.5,6.12,4.53,6.64,3.6,19.118486,72.89831
PROP06429,2022-09-01,Noida,Sector 62,Uttar Pradesh,Apartment,2,860,13,44.66,5192.91,15299,4.11,127,81,208,93,70.0,77.9,6.09,4.69,7.13,5.1,28.626339,77.358137
PROP06430,2025-08-01,Chennai,Anna Nagar,Tamil Nadu,Independent House,3,1779,1,210.36,11824.66,57144,3.26,118,66,246,91,73.0,75.5,5.98,4.92,6.13,11.4,13.086554,80.209265
PROP06431,2022-01-01,Bengaluru,Electronic City,Karnataka,Apartment,2,1116,7,92.81,8316.69,33175,4.29,162,92,369,69,80.5,72.9,6.07,5.23,6.47,6.0,12.853314,77.666236
PROP06432,2023-12-01,Noida,Sector 150,Uttar Pradesh,Apartment,2,1240,11,97.4,7854.82,29590,3.65,269,170,545,86,79.5,77.5,6.09,4.96,6.75,3.0,28.481616,77.406424
PROP06433,2023-12-01,Bengaluru,Whitefield,Karnataka,Apartment,3,1587,7,144.19,9085.51,48085,4.0,139,86,271,73,87.0,61.3,6.13,5.75,6.81,7.4,12.973024,77.747157
PROP06434,2025-02-01,Pune,Baner,Maharashtra,Apartment,2,1128,11,93.76,8311.64,33590,4.3,135,91,262,89,85.6,73.1,6.19,4.33,6.92,10.2,18.54761,73.789814
PROP06435,2022-05-01,Kolkata,Salt Lake,West Bengal,Independent House,2,1234,9,70.72,5730.64,27410,4.65,138,75,269,67,73.1,68.7,6.19,5.32,6.69,2.8,22.57734,88.40882
PROP06436,2022-08-01,Chennai,Tambaram,Tamil Nadu,Apartment,1,645,9,43.04,6672.45,16799,4.68,232,158,361,78,79.5,77.0,6.11,5.13,6.27,4.2,12.925941,80.09394
PROP06437,2024-08-01,Hyderabad,Miyapur,Telangana,Apartment,2,1078,7,71.76,6656.78,28716,4.8,143,110,186,70,80.0,63.6,6.15,4.85,6.61,3.7,17.491538,78.359074
PROP06438,2022-07-01,Bengaluru,Koramangala,Karnataka,Independent House,2,900,7,86.12,9569.35,28904,4.03,132,84,270,83,83.0,70.0,6.1,4.16,6.45,11.6,12.936092,77.625104
PROP06439,2025-12-01,Noida,Greater Noida West,Uttar Pradesh,Apartment,2,1064,16,67.07,6303.5,22202,3.97,119,69,192,87,79.8,70.6,6.12,4.68,6.08,7.3,28.604027,77.434588
PROP06440,2026-04-01,Jaipur,Malviya Nagar,Rajasthan,Apartment,3,1775,14,101.41,5712.97,46780,5.54,169,114,369,80,77.1,71.1,6.04,5.23,5.82,4.9,26.842158,75.800675
PROP06441,2023-10-01,Pune,Kharadi,Maharashtra,Apartment,3,1558,10,115.5,7413.34,55516,5.77,155,100,342,57,79.4,55.0,6.08,4.86,6.43,8.3,18.550922,73.949936
PROP06442,2022-01-01,Delhi,Dwarka,Delhi,Apartment,3,1693,19,145.56,8597.62,48664,4.01,188,100,426,62,75.8,73.9,6.03,4.96,7.03,4.0,28.59196,77.048616
PROP06443,2022-04-01,Jaipur,Ajmer Road,Rajasthan,Villa,3,1773,0,146.84,8282.18,53717,4.39,215,113,449,85,52.6,69.4,6.06,5.15,6.51,6.5,26.900995,75.697361
PROP06444,2023-07-01,Ahmedabad,Prahlad Nagar,Gujarat,Apartment,3,1635,3,86.53,5292.64,31372,4.35,128,64,274,80,67.3,71.3,6.12,4.71,6.52,1.6,23.007284,72.510659
PROP06445,2024-12-01,Bengaluru,Hebbal,Karnataka,Apartment,2,873,18,94.65,10841.94,31791,4.03,175,110,338,67,88.3,70.3,6.16,5.7,6.29,0.6,13.036235,77.598643
PROP06446,2023-10-01,Delhi,Rohini,Delhi,Apartment,4,1866,10,265.63,14235.02,85368,3.86,199,127,349,58,89.0,70.3,5.85,5.22,7.04,9.8,28.750902,77.060852
PROP06447,2022-05-01,Chennai,Anna Nagar,Tamil Nadu,Apartment,2,903,8,58.18,6443.14,26805,5.53,183,128,284,85,76.8,68.0,6.07,5.98,5.73,9.3,13.082217,80.21091
PROP06448,2024-05-01,Kolkata,Ballygunge,West Bengal,Independent House,3,1381,6,105.06,7607.87,33304,3.8,127,82,250,68,68.6,58.0,5.99,5.68,6.34,1.0,22.527623,88.364425
